pid,brand,product,quantity,price,standard drinks,standard drinks estimate,price per sd
189341,Ginger & Ginger,& Ginger Beer Can 355ml,16.0,75.99,17.6,17936.3,4.32
309590,Matso's,Nightlife Alcoholic Ginger Beer Cans 330mL,4.0,28.99,6.4,6.25,4.53
309590,Matso's,Nightlife Alcoholic Ginger Beer Cans 330mL,24.0,127.99,38.4,37.51,3.33
907085,La Chouffe,Ale Bottles 750mL,1,19.99,4.7,4.74,4.25
907085,La Chouffe,Ale Bottles 750mL,12.0,144.99,56.4,56.84,2.57
878525,Shepherd Neame,India Pale Ale 500mL,1,7.99,2.4,2.41,3.33
878525,Shepherd Neame,India Pale Ale 500mL,8.0,53.99,19.2,19.26,2.81
228924,Monsuta,Okinawa Dry Cans 500mL,6.0,26.99,12.0,11.84,2.25
228924,Monsuta,Okinawa Dry Cans 500mL,24.0,77.99,48.0,47.37,1.62
936545,Asahi,Super Dry 3.5% Lager Bottles 330mL,6.0,18.99,5.4,5.47,3.52
936545,Asahi,Super Dry 3.5% Lager Bottles 330mL,24.0,57.99,21.6,21.88,2.68
6027242,Great Northern Brewing Co.,Ginger Beer 3.5% Cans 330mL,6.0,26.99,5.4,5.47,5.0
6027242,Great Northern Brewing Co.,Ginger Beer 3.5% Cans 330mL,24.0,86.99,21.6,21.88,4.03
24405,XXXX,Gold 30 Block Cans 375mL,30.0,55.95,30.0,31.08,1.86
712656,Hook Norton,Haymaker Pale Ale 500mL,1,7.99,2.0,1973.62,4.0
712656,Hook Norton,Haymaker Pale Ale 500mL,12.0,63.99,24.0,23683.5,2.67
309539,Balter,Cerveza Cans 375mL,6.0,23.99,7.2,7.11,3.33
309539,Balter,Cerveza Cans 375mL,24.0,67.99,28.8,28.42,2.36
676259,Stomping Ground,Gipps St Pale Ale Cans 355mL,6.0,23.0,9.0,8.74,2.56
676259,Stomping Ground,Gipps St Pale Ale Cans 355mL,18.0,59.99,27.0,26.23,2.22
107501,Hop Hen Brewing,3C IPA Can 375mL,4.0,16.55,7.2,7.34,2.3
107501,Hop Hen Brewing,3C IPA Can 375mL,24.0,78.7,43.2,44.05,1.82
1517,Schöfferhofer,Hefeweizen 500mL,6.0,40.99,11.4,11.84,3.6
1517,Schöfferhofer,Hefeweizen 500mL,18.0,98.99,34.2,35.53,2.89
108779,Pirate Life,South Coast Pale Ale Cans 355mL,4.0,17.99,4.8,4.93,3.75
108779,Pirate Life,South Coast Pale Ale Cans 355mL,16.0,49.9,19.2,19.73,2.6
49340,Guinness,Extra Stout 750mL,1,12.49,3.6,3.55,3.47
49340,Guinness,Extra Stout 750mL,12.0,92.99,43.2,42.63,2.15
232656,Vasto,Cerveza Bottle 330mL,6.0,19.99,7.2,7.03,2.78
232656,Vasto,Cerveza Bottle 330mL,24.0,45.0,28.8,28.14,1.56
6004780,Calaverita,Cerveza Lager Bottles 330mL,6.0,20.99,7.2,6.88,2.92
6004780,Calaverita,Cerveza Lager Bottles 330mL,24.0,58.99,28.8,27.51,2.05
807666,Balter,Captain Sensible Cans 375mL,4.0,16.0,4.0,4.14,4.0
807666,Balter,Captain Sensible Cans 375mL,16.0,58.99,16.0,16.58,3.69
317133,Dainton,Blood Orange Juicy IPA Cans 375mL,4.0,24.99,102.4,6.51,0.24
317133,Dainton,Blood Orange Juicy IPA Cans 375mL,16.0,72.99,409.6,26.05,0.18
464768,Modus,Cerveza Bottles 330mL,6.0,22.99,6.6,6.57,3.48
464768,Modus,Cerveza Bottles 330mL,24.0,66.99,26.4,26.26,2.54
798161,Asahi,Super Dry Cans 500mL,6.0,27.95,12.0,11.84,2.33
798161,Asahi,Super Dry Cans 500mL,24.0,83.95,48.0,47.37,1.75
710810,La Trappe,Blond 330mL,24.0,116.99,40.8,40640.89,2.87
710810,La Trappe,Blond 330mL,4.0,22.99,6.8,6773.48,3.38
254423,Kaiju,Pleazure Kruze Hazy Pale Ale Cans 375mL,4.0,23.49,5.6,5.68,4.19
254423,Kaiju,Pleazure Kruze Hazy Pale Ale Cans 375mL,16.0,71.99,22.4,22.74,3.21
59836,Bluey,Ultra Crisp Lager Cans 375mL,1,5.99,1.0,1.04,5.99
59836,Bluey,Ultra Crisp Lager Cans 375mL,30.0,58.99,30.0,31.08,1.97
6027309,Rodenbach,Grand Cru Bottles 330mL,4.0,35.99,6.4,6.25,5.62
6027309,Rodenbach,Grand Cru Bottles 330mL,24.0,159.99,38.4,37.51,4.17
799124,Tooheys,Extra Dry Cans 375mL,1,3.49,1.3,1.3,2.68
799124,Tooheys,Extra Dry Cans 375mL,30.0,61.99,39.0,39.08,1.59
238530,James Squire,150 Lashes Premium Pale Ale Bottles 330mL,6.0,24.99,6.6,6.57,3.79
238530,James Squire,150 Lashes Premium Pale Ale Bottles 330mL,24.0,57.95,26.4,26.26,2.2
8866,Jetty Road Brewery,IPA Cans 375mL,4.0,20.99,7.2,6.87,2.92
8866,Jetty Road Brewery,IPA Cans 375mL,24.0,104.99,43.2,41.21,2.43
238255,James Squire,Broken Shackles Lager 330mL Bottle,6.0,25.99,7.2,7.19,3.61
238255,James Squire,Broken Shackles Lager 330mL Bottle,24.0,64.99,28.8,28.76,2.26
706694,Hollandia,Beer 650mL,1,7.99,2.4,2.41,3.33
706694,Hollandia,Beer 650mL,15.0,66.99,36.0,36.18,1.86
277770,4 Pines,Hazy Pale Ale Cans 375mL,4.0,23.99,7.2,7.11,3.33
277770,4 Pines,Hazy Pale Ale Cans 375mL,24.0,91.99,43.2,42.63,2.13
6027339,Foster's,Light Ice Bottle 330mL,6.0,11.9,3.0,3.13,3.97
6027339,Foster's,Light Ice Bottle 330mL,24.0,36.0,12.0,12.5,3.0
72357,St Andrews Beach Brewery,Hazy Pale Ale 375ml,4.0,19.99,5.4,5.45,3.7
72357,St Andrews Beach Brewery,Hazy Pale Ale 375ml,16.0,60.99,21.6,21.79,2.82
60281,Byron Bay Brewery,Premium Lager Bottles 355mL,6.0,22.99,7.2,7.06,3.19
60281,Byron Bay Brewery,Premium Lager Bottles 355mL,24.0,62.99,28.8,28.25,2.19
64488,Carlton Draught,Bottles 375mL,6.0,17.95,8.4,8.17,2.14
64488,Carlton Draught,Bottles 375mL,24.0,58.9,33.6,32.68,1.75
471009,Young Henrys,Classic Crisp Mid Can 375mL,6.0,18.0,6.0,6.22,3.0
471009,Young Henrys,Classic Crisp Mid Can 375mL,24.0,62.99,24.0,24.87,2.62
133202,Balter,IIPA Cans 375mL,4.0,30.99,9.4,9.47,3.3
133202,Balter,IIPA Cans 375mL,16.0,99.99,37.6,37.89,2.66
205547,Mountain Goat,Steam Ale Can 375mL,6.0,19.0,7.2,7.99,2.64
205547,Mountain Goat,Steam Ale Can 375mL,24.0,72.99,28.8,31.97,2.53
458001,CBCo Brewing,Middy Lager Cans 375mL,6.0,20.39,6.0,6.22,3.4
458001,CBCo Brewing,Middy Lager Cans 375mL,24.0,60.99,24.0,24.87,2.54
464702,James Squire,Ginger Beer DOUBLE 330mL,4.0,28.99,6.4,6.25,4.53
464702,James Squire,Ginger Beer DOUBLE 330mL,24.0,132.99,38.4,37.51,3.46
6004873,Stone & Wood,Easy Pale Ale Cans 375mL,4.0,16.0,4.0,4.14,4.0
6004873,Stone & Wood,Easy Pale Ale Cans 375mL,16.0,56.99,16.0,16.58,3.56
191777,Mountain Goat,Hazy Pale Ale Can 375mL,6.0,19.0,7.8,8.17,2.44
191777,Mountain Goat,Hazy Pale Ale Can 375mL,24.0,76.99,31.2,32.68,2.47
795833,Stone's,Ginger Joe Alcoholic Beer Bottles 500mL,1,9.49,3.2,3.16,2.97
795833,Stone's,Ginger Joe Alcoholic Beer Bottles 500mL,12.0,95.99,38.4,37.89,2.5
143256,Moon Dog,Old Mate Pale Ale Cans 330mL,6.0,26.49,7.8,7.03,3.4
143256,Moon Dog,Old Mate Pale Ale Cans 330mL,24.0,80.99,31.2,28.14,2.6
916901,Oettinger,Pils Cans 500mL,6.0,28.49,11.1,11.13,2.57
916901,Oettinger,Pils Cans 500mL,24.0,68.99,44.4,44.52,1.55
365986,Great Northern Brewing Co.,Original Lager Bottles 330mL,6.0,20.99,6.6,6.57,3.18
365986,Great Northern Brewing Co.,Original Lager Bottles 330mL,24.0,55.9,26.4,26.26,2.12
468556,Victoria Bitter,Low Carb Bottle 375mL,6.0,21.49,8.4,8.7,2.56
468556,Victoria Bitter,Low Carb Bottle 375mL,24.0,62.99,33.6,34.81,1.87
185165,Braeside Brewing Co.,Governor Pale Ale Cans 440mL,4.0,25.99,6.8,6.67,3.82
185165,Braeside Brewing Co.,Governor Pale Ale Cans 440mL,16.0,83.99,27.2,26.68,3.09
523246,XXXX,Bright Lager with Mango Bottles 330mL,6.0,23.99,6.0,6.25,4.0
523246,XXXX,Bright Lager with Mango Bottles 330mL,24.0,58.99,24.0,25.01,2.46
317132,Hahn,Super Dry Cans 375mL,1,4.49,1.4,1.36,3.21
317132,Hahn,Super Dry Cans 375mL,30.0,65.95,42.0,40.85,1.57
917410,Bridge Road Brewers,Beechworth Pale Ale Bottles 330mL,6.0,25.99,7.8,7.5,3.33
917410,Bridge Road Brewers,Beechworth Pale Ale Bottles 330mL,24.0,81.99,31.2,30.01,2.63
901251,James Boag's,Premium Light Bottles 375mL,6.0,17.95,4.2,4.09,4.27
901251,James Boag's,Premium Light Bottles 375mL,24.0,55.95,16.8,16.34,3.33
271392,Stone & Wood,Hinterland Hazy Pale Ale Can 375mL,4.0,20.0,6.0,6.16,3.33
271392,Stone & Wood,Hinterland Hazy Pale Ale Can 375mL,16.0,69.99,24.0,24.63,2.92
203313,John Boston,XPA Can 375mL,4.0,15.99,4.8,4.97,3.33
203313,John Boston,XPA Can 375mL,24.0,65.99,28.8,29.84,2.29
235761,Obrien Brewing,Lager Cans 375mL,6.0,23.99,8.4,7.99,2.86
235761,Obrien Brewing,Lager Cans 375mL,24.0,72.99,33.6,31.97,2.17
905228,Budvar,Czech Lager 330mL,6.0,26.99,7.8,7.82,3.46
905228,Budvar,Czech Lager 330mL,24.0,79.99,31.2,31.26,2.56
662583,Fox Hat,Red Pelt India Red Can 375ml,4.0,24.0,9.2,9.24,2.61
662583,Fox Hat,Red Pelt India Red Can 375ml,24.0,120.99,55.2,55.42,2.19
314034,James Squire,Low Carb Pale Ale Bottles 330mL,6.0,24.99,6.6,6.57,3.79
314034,James Squire,Low Carb Pale Ale Bottles 330mL,24.0,57.0,26.4,26.26,2.16
6043775,Brookvale Union,Spiced Orange Ginger Beer 4% Cans 330mL,6.0,30.99,6.0,6.25,5.17
6043775,Brookvale Union,Spiced Orange Ginger Beer 4% Cans 330mL,24.0,95.99,24.0,25.01,4.0
309511,The Mill Brewery,Cracking Lager Can 375mL,4.0,17.49,4.8,4.74,3.64
309511,The Mill Brewery,Cracking Lager Can 375mL,24.0,81.99,28.8,28.42,2.85
